id,target,task_a_label
647t,"Im Kernteam sitzt zudem der Nachhaltigkeitsbeauftragte, ein IHK-zertifizierter CSR-Manager.context:['Die [ORG] hat Nachhaltigkeit als Grundwert in ihrer Unternehmensstrategie festgeschrieben.', 'Die zentrale Verantwortung für Nachhaltigkeitsthemen obliegt jedoch dem Vorstandsvorsitzenden [PERSON] sowie der Stabstelle Vorstandsstab.', 'Darüber hinaus wurde ein CSR-Kernteam implementiert sowie ein CSR-Projektteam, in dem alle Fachbereiche vertreten sind.']",class5
648t,"Ob konkrete Korruptionsrisiken vorliegen, wird bei der Erstellung der (mindestens jährlich überarbeitenden) Risikoanalyse untersucht und bewertet.context:['Der MaRiskComplianceBeauftragte berichtet mindestens jährlich sowie anlassbezogen (z.B. bei nicht klärungsfähigen Differenzen mit dem Fachbereich) dem Vorstand über seine Tätigkeit.', 'Darin wird auf die Angemessenheit und Wirksamkeit der Regelungen zur Einhaltung der wesentlichen rechtlichen Regelungen und Vorgaben eingegangen.', 'Ferner enthält der Bericht auch Angaben zu möglichen Defiziten sowie Maßnahmen zu deren Behebung.']",class20
649t,"Die Ergebnisse und Anregungen aus den Befragungen sowie der Kundenbeschwerden dienen als wichtige Impulse für das Personal-, Qualitäts- und Nachhaltigkeitsmanagement.context:['Dadurch soll die Effizienz der Nachhaltigkeitsleistung erfasst werden.', 'Darüber hinaus ist die Nachhaltigkeits-beauftragte interner Ansprechpartner für alle Organisationseinheiten.', 'Über Mitarbeiter/Innen- und Kundenbefragungen sowie Auswertung der Kundenbeschwerden werden die Bedürfnisse und Erwartungen der Mitarbeiter/Innen als auch Kunden ermittelt und inwieweit diese erfüllt werden.']",class6
650t,"Seit 2017 ist darüber hinaus ein Green Office zur Koordination der studentischen Nachhaltigkeitsinitiativen etabliert.context:['Der Allgemeine Studierendenausschuss AStA trägt ebenfalls Mitverantwortung und verpflichtet sich in verschiedenen Referaten wie Kultur, Soziales und Umwelt im Rahmen der nachhaltigen Entwicklung tätig zu werden.', 'Doch auch andere Ausschüsse sind fest in die Organisation eingegliedert und handeln den Leitlinien der nachhaltigen Entwicklung entsprechend.', 'So konnte durch studentisches Engagement die Teestube im Kommunikationsgebäude eröffnet werden, in der nur fair gehandelte Produkte und regelmäßig ein veganes Frühstück angeboten werden.']",class5
651t,"Ein breites Betriebssportangebot ergänzt die präventiven Maßnahmen.context:['Die [ORG] setzt in diesem Bereich vor allem auf die Gesundheitsprävention.', 'Unser betriebliches Gesundheitsmanagement umfasst unter anderem Grippeschutzimpfungen und Darmkrebs-Screenings.', 'In Seminaren und Workshops zu den Themen Gesundheitsmanagement, Bewegung, Alkoholprävention oder Nichtraucherseminaren greifen wir den betrieblichen Gesundheitsschutz immer wieder auf.']",class16
652t,"Im Jahr 2021 hat die [ORG] die Audits für die Rezertifizierung nach ISO 45001, ISO 14001 und ISO 9001 erfolgreich absolviert.context:['Inzwischen richtet sich die [ORG] dabei an der Norm ISO45001 aus:', 'Als eines der ersten DAX-Unternehmen hat die [ORG] im Jahr 2018 ihr H&S-Managementsystem danach zertifizieren lassen.', 'Zuvor lag bereits seit 2011 die Zertifizierung für OHSAS 18001 vor.']",class15
653t,"Vor Auszahlung der Vertriebsvergütung wird von den Kontrollorganen und Compliance-Verantwortlichen geprüft, ob gegen Kundeninteressen verstoßen wurde.context:['Die Mitarbeiter werden bei der Erreichung ihrer Ziele von den Führungskräften laufend begleitet und unterstützt.', 'Es finden mindestens jährliche Mitarbeitergespräche statt.', 'Es ist ein kundenorientierter Vergütungsvorbehalt implementiert.']",class8
654t,"Der Funktionalbereich Compliance sorgt für die Einhaltung von gesetzlichen Bestimmungen, regulatorischen Standards.context:['Gesetzliche und aufsichtsrechtliche Regelungen', 'Die Bank hat zur Sicherstellung des Gesetzes- und richtlinienkonformen Verhaltens Beauftragte für die Bereiche Datenschutz, Informationssicherheit, Betrugs- und Geldwäscheprävention, Wertpapier-Compliance und MaRisk-Compliance benannt.', 'Ergänzend dazu bestehen als Beauftragte noch der Single Officer und der Verfahrensverantwortliche gem. 24 c KWG.']",class20
655t,"Dieses Energiewerk wird unsere [ORG], eine Schule samt Turnhalle mit Wärme versorgen.context:['Die [ORG], eine der Rechtsvorgängerin der heutigen [ORG], hat ihre Verantwortung für dieses Thema erkannt und ist 2009 der Resolution zum Masterplan Klimaschutz im Regionalforum Bremerhaven beigetreten.', 'Außerdem wird derzeit an einem integrierte energetischen Quartierskonzept in Langen gearbeitet.', 'In [ORG] wird ein Energiewerk errichtet, in dem der Rasenschnitt unserer stadteigenen Liegenschaften und der Baumschnitt verarbeitet werden.']",class11
656t,"Der Beauftragte erstattet sowohl jährlich als auch anlassbezogen Bericht an den Vorstand sowie den Verwaltungsrat.context:['Ziel dieser Stelle ist die Einhaltung der gesetzlichen Vorschriften, u.a. zur Verhinderung von Geldwäsche, zur Bekämpfung der organisierten Kriminalität, zur Verhinderung von Terrorismusfinanzierung und sonstiger strafbarer Handlungen, die zur Gefährdung des Vermögens der [ORG] führen können.', 'Unsere Mitarbeiter werden regelmäßig zu Compliance-Themen geschult und auf Präventionsmaßnahmen hingewiesen.', 'Das Team Compliance ist zentraler Ansprechpartner für alle Mitarbeiter und externe Stellen.']",class20
657t,"In einigen unserer Gesellschaften gibt es Strukturen, wie Mitarbeitende Verbesserungsvorschläge einreichen können.context:['Befragungen zur Mitarbeiterzufriedenheit werden an allen Standorten durchgeführt.', 'Die Abstände orientieren sich dabei am Rhythmus der externen Audits, so dass jede Gesellschaft innerhalb von 3 Jahren mindestens eine Mitarbeiterzufriedenheitsbefragung durchgeführt haben muss.', 'Maßnahmen, die angesprochene Kritikpunkte verbessern, sollen in allen Standorten umgesetzt werden, sobald sie sich als wirksam erwiesen haben.']",class9
658t,"Im Rahmen der wirtschaftlichen Vertretbarkeit will die [ORG] ihre Unternehmensziele unter Berücksichtigung der Umweltauswirkungen erreichen.context:['Die [ORG] hat für sich Umweltstandards definiert.', 'Hiermit verpflichtet sich die [ORG] zu nachhaltigem Umweltschutz.', 'Als regionales Kreditinstitut nimmt die [ORG] ihre Verpflichtung gegenüber dieser und den nachfolgenden Generationen wahr.']",class6
659t,"Daneben dient die Verbandsarbeit in erster Linie dazu, um sich fachlich mit den anderen Mitgliedsunternehmen auszutauschen.context:['Aus diesen Gründen setzen wir uns in der nationalen und europäischen Politik für den Erhalt der kommunalen Daseinsvorsorge ein.', 'Zudem engagieren wir uns in Bereichen, in denen wir unsere fachliche Expertise in der Politik einbringen können – zum Beispiel im Rahmen von Gesetzgebungsverfahren, die unsere Geschäftstätigkeit betreffen.', 'Dies geschieht über unsere Arbeit in Verbänden, darüber hinausgehende direkte Eingaben zu Gesetzgebungsverfahren haben wir im Berichtszeitraum nicht vorgenommen.']",class19
660t,"Neue Policies und Maßnahmen für Teilbereiche aus den beiden Themenfeldern „Nachhaltige Finanzierungen“ und „Nachhaltiger Bankbetrieb“ ergeben sich zudem im Zuge der Formulierung und Umsetzung des Nachhaltigkeitsprogramms der [ORG].context:['Die Nachhaltigkeitsleitsätze der [ORG] Bankengruppe werden vom Vorstand beschlossen.', 'Änderungen werden dem Verwaltungsrat berichtet.', 'Der Konzernbeauftragte Nachhaltigkeit erarbeitet gemeinsam mit den dezentralen Nachhaltigkeitsbeauftragten Vorschläge zur Beschlussfassung durch den Vorstand.']",class6
661t,"Sofern keine konkreten Vorgaben durch die Geschäftsleitung getroffen werden, sind die Teamleitenden angehalten, Entscheidungen und Priorisierungen in eigenem Ermessen vorzunehmen.context:['Allgemeine Schulungsbedarfe werden im Unternehmen quartalsweise durch die Teamleiter in Abstimmung mit dem Qualitätsmanagement ermittelt und entsprechende Schulungen der Mitarbeitenden zeitnah durchgeführt.', 'Mit dem ersten CSR-Workshop im Berichtsjahr wurden Nachhaltigkeitsthemen und das Nachhaltigkeitsmanagement in die interne Fortbildungsstruktur integriert.', 'Bei Entscheidungen zu Nachhaltigkeits-Projekten und bei der Umsetzung wird unternehmensseitig sehr viel Wert auf die Eigenverantwortlichkeit der Teamleitenden und der Mitarbeitenden gelegt.']",class1
662t,"In der Longlist wurden über 80 Themen aus allen ESG-Bereichen (Enviromental, Social, Governance) erfasst.context:['Um die wesentlichen Nachhaltigkeitsthemen aus unserer Geschäftstätigkeit sowie des Geschäftsbetriebes zu identifizieren, werden wir im Jahr 2021 eine umfassende Wesentlichkeitsanalyse durchführen.', 'Diese wird nach den Vorgaben des GRI durchführt.', 'Bereits in 2020 konnten wir mit der Bestimmung einer Longlist und der daraus abgeleiteten Shortlist für Nachhaltigkeitsthemen einen ersten Schritt gehen.']",class2
663t,"Des Weiteren hat die [ORG] 2020 ein neues Fuhrparkkonzept eingeführt, um die Dienstwagen umweltverträglicher auszurichten.context:['Damit geht eine Reduzierung der mit Autos (Fuhrpark, Privat-PKWs, Leihwagen) gefahrenen Kilometer um ca. 28.000 km einher.', 'Auch bei den Inlandsflügen gelang eine leichte Reduzierung um 7.160 km.', 'Dies zeigt, dass ein Großteil der Mitarbeiter*innen vom Flugzeug auf die Bahn umgestiegen ist.']",class12
664t,"Die Umsetzung im Haus erfolgt in den betroffenen Fachbereichen auf Grundlage des ""Merkblatts zum Umgang mit Nachhaltigkeitsrisiken"" der [ORG] vom Dezember 2019.context:['Die ständig steigende Zahl gesetzlicher Vorschriften und aufsichtsrechtlicher Anforderungen erhöht das Risiko, unbeabsichtigt haftungs-, aufsichts- und wettbewerbsrechtliche Regelverstöße zu begehen.', 'Um dies möglichst auszuschließen, hat die [ORG] eine dauerhafte und wirksame, prozessbegleitende und auch präventiv tätige Compliance-Funktion eingerichtet.', 'Im Berichtsjahr war insbesondere der Aktionsplan der EU zu Sustainable Finance von Bedeutung.']",class19
665t,"Bei den Finanzierungsberatungen binden wir auch Förderkredite der staatlichen Förderkreditinstitute ein und unterstützen so die zugrunde liegenden Förderzwecke.context:['Förderung der Wirtschaft', 'Die [ORG] fördert mit bedarfsgerechten Produkten und Beratungsangeboten die Stabilität der regionalen Wirtschaft, die Standortentwicklung und Infrastruktur.', 'Mit unseren Krediten werden z.B. Existenzgründungen, Infrastrukturprojekte, Anlagen zur Gewinnung erneuerbarer Energien oder Maßnahmen zur Verbesserung der Energieeffizienz von Immobilien oder Produktionsanlagen finanziert.']",class10
666t,"Abfall und Abwasser fallen ausschließlich im haushaltsüblichen Rahmen an.context:['Sowohl im Betrieb als auch im Geschäft unserer [ORG] ist die Inanspruchnahme natürlicher Ressourcen von untergeordneter Bedeutung.', 'Im Rahmen unserer Geschäftstätigkeit als nicht produzierendes Unternehmen ist der Verbrauch an natürlichen Ressourcen zwangsläufig geringer als bei Industrieunternehmen.', 'Es werden primär Papier und Energie verbraucht.']",class11
667t,"Bei der Auszahlung an die Gesellschafter ist die geleistete Projektarbeit maßgeblich, Weitere Nachhaltigkeitsaspekte sind nicht maßgeblich.context:['[ORG] bezieht seine Einnahmen ausschließlich aus der Durchführung von Kundenprojekten.', 'Als Partnerschaftsgesellschaft, an der beide Gesellschafter in gleicher Höhe beteiligt sind, orientieren sich Auszahlungen an die Gesellschafter an der im Rahmen von Projekten direkt geleisteten Arbeit.', '[ORG] ist ausschließlich in Nachhaltigkeitsprojekten aktiv, somit beinalten alle Erträge Nachhaltigkeitsaspekte.']",class8
668t,"Es ist ein ausgewiesenes Ziel dieses Konzept stetig weiterzuentwickeln.context:['[ORG] bietet ein Arbeitsumfeld zu schaffen, was ein besonderes Augenmerk auf die Vereinbarkeit von Arbeit und Familie legt, sowie auf die persönliche Entwicklung eines jeden einzelnen Mitarbeiters.', 'Hierfür wurde das [NAME] entwickelt.', 'Das [NAME] fördert vor allem die Bereiche felxibles Arbeiten und persönliche Entwicklung.']",class15
669t,"Der [ORG] ([ORG]), in dem einige [ORG] Klienten organisiert sind, fordert ein Verbot der Bestprice-Parität, so dass der Hotelier entscheiden kann, zu welchen Preis er sein Leistungsangebot auf welchem Vertriebskanal anbietet.context:['Ein aktuelles Gerichtsurteil beschäftigt die Branche.', 'Nach dem Urteil des [ORG] soll wieder auf dem Buchungsportal [ORG] eine Best-Preis-Klausel erlaubt sein.', 'Unter Best-Preis-Klauseln versteht man Vertragsbedingungen der Buchungsportale, nach denen Hoteliers bei den Portalen immer den ""besten"" oder zumindest gleich günstigen Preis wie auf anderen Kanälen einstellen müssen.']",class19
670t,"Auch das Thema „Demokratie“, zum 70. Jahrestag des Grundgesetzes, konnte mit der [ORG] mit eigenen Plakatgestaltungen besonders eindrucksvoll für die Jugendlichen umgesetzt werden.context:['Insgesamt konnten sich 13 Preisträgerinnen und Preisträger über die Anerkennung ihrer Arbeit und Geldpreise in einer Höhe von insgesamt 10.000 Euro freuen.', 'Sieger der in diesem Jahr zum ersten Mal ausgeschriebenen Kategorie „Schülerpreis“ ist mit dem Projekt „Norf blüht auf!“ das [ORG].', 'Die Schule baut auf ein vierteiliges System (Naturforscher-AG, Schul-Imkerei, Grünes Klassenzimmer, Ökologischer Gemüseanbeu), das viele Partizipationsmöglichkeiten für Schülerinnen und Schüler sowie Lehrerinnen und Lehrer bietet; aber auch für Eltern, die sich im Bereich der Imkerei und des Gemüseanbaus einbringen möchten.']",class18
671t,"Die [ORG] unterstützt auf vielfältige Art die Nachbarschaften und Regionen, in denen sie tätig ist – sozial, kulturell, sportlich und wirtschaftlich.context:['Die [ORG] ist ein erfolgreiches Unternehmen – auch weil es auf den starken Rückhalt an seinen Standorten zählen kann.', 'Die Mitarbeiterinnen und Mitarbeiter fühlen sich sehr verbunden mit ihren Heimatregionen.', 'Die [ORG] verstehen sich als aktives Mitglied der Gesellschaft und engagieren sich in vielen sozialen und kulturellen Projekten.']",class18
672t,"Zudem haben wir an einer Erhebung des Netzwerkes Erfolgsfaktor Familie des Bundesfamilienministerium, dem Fortschrittsindex Vereinbarkeit, teilgenommen und ein weiteres Siegel erhalten.context:['Damit wurden unsere Zielsetzungen und Maßnahmen für die Jahre 2019 – 2021 erreicht und das neue Handlungsprogramm für die drei folgenden Jahre festgelegt.', 'Da wir mit unseren vielfältigen Services und geldwerten Leistungen für Familien bereits gut aufgestellt sind, rückten in den letzten Jahren neue Themenfelder in den Fokus des Konzerns, z. B. der Umgang mit Veränderungen, das Thema Resilienz sowie die geschlechtergerechte Förderung von potenziellen Führungskräften.', 'Neu hinzu kam auch die Möglichkeit der Inanspruchnahme eines Sabbaticals zur weiteren Arbeitszeitflexibilisierung.']",class15
673t,"Um neue Anreize für potentielle Auszubildende zu schaffen wurde in 2020 erstmals die Bewerbung für ein duales Studium mit dem Abschluss Bachelor of Arts „Banking & Sales“ angeboten, welches die ersten Anwärter in 2021 beginnen werden.context:['Weil das nachhaltige Wirken für uns selbstverständlich und wichtig ist, wurde die Geschäfts- und Risikostrategie in 2021 um den Punkt Nachhaltigkeit erweitert', 'In unserer Geschäftsstrategie haben wir festgelegt, dass wir qualifiziertes Personal auf allen Ebenen vorhalten müssen, insbesondere die Gewinnung und Bindung von Nachwuchskräften durch Steigerung der Arbeitgeberattraktivität und gezieltere Förderung der persönlichen Weiterentwicklung.', 'Dies erfolgt u.a. durch Weiterbildungs- und allgemeine Personalentwicklungsmaßnahmen wie z.B. Berater- oder Fachlehrgänge.']",class14
674t,"Insofern sehen wir keine wesentlichen Risiken in diesem Bereich.context:['Im Rahmen unserer Risikostrategie müssen aufsichtsrechtliche und gesetzliche Normen jederzeit erfüllt sein.', 'Dafür sorgt unsere Compliance-Organisation (siehe Kriterium 20).', 'Die Risikostrategie wird jährlich überprüft und sukzessive weiterentwickelt.']",class19
675t,"Sowohl die Menschen, die mit und für uns arbeiten als auch diejenigen, die in den Immobilien leben oder dort beruflich tätig sind, stehen im Vordergrund.context:['Dadurch werden wir unsere betriebswirtschaftlichen Ziele optimaler erreichen.', 'Zudem stehen wir durch die Einflussnahme auf Stadtgestaltungen bzw. das Zurverfügungstellen von Wohn- und Arbeitsflächen in besonderer sozialer Verantwortung.', 'Durch die Umsetzung unserer Nachhaltigkeitsstrategie eröffnet sich uns auf sozialer Ebene die Chance, auch zukünftig dieser Verantwortung gerecht zu werden.']",class2
676t,"Im Berichtsjahr hat [ORG] bei einer Netzeinspeisung von 65,8 Millionen Kubikmeter Trinkwasser aus den eigenen Gewinnungsanlagen 49,3 Gigawattstunden Strom genutzt.context:['Für unsere Anlagen zur Wassergewinnung und den Betrieb der Transportleitungen benötigen wir pro Jahr, abhängig vom Umfang der Eigengewinnung, durchschnittlich 60 Gigawattstunden Strom.', 'Der Einsatz von Energie in der Wasserversorgung wird überwiegend für die Pumpen benötigt.', 'Dabei handelt es sich beispielsweise um Brunnenpumpen, Netzpumpen zum Transport oder Pumpen in den Druckerhöhungsanlagen zur Überwindung geodätischer Höhenunterschiede.']",class11
677t,"Als Dienstleister informieren die Kanzleien zudem regelmäßig über relevanten Neuerungen der Rechtsrahmen.context:['Das Thema Compliance wird ausschließlich von der Geschäftsleitung verantwortet.', 'Im kleinen Handwerksbetrieb gibt es hierzu keine internen Kontrollorgane.', 'Die Umsetzung von Compliance wird ggf. von einer beratenden Anwalts- und Steuerkanzlei unterstützt.']",class20
678t,"Jährlich wird eine sehr hohe Summe, die über dem Branchendurchschnitt liegt, in die energetische Sanierung der Bestände investiert.context:['Für die Geschäftstätigkeit werden darüber hinaus Emissionen produziert, Flächen, Boden und Baumaterialien verbraucht.', 'Der [ORG] versucht durch vielfältige Maßnahmen Ressourcen zu schonen.', 'Ein entscheidender Bereich mit großem Potenzial im Wohnungsbestand ist die Energieeffizienz der Gebäude.']",class11
679t,"Die [ORG] verfügt über geeignete Kompetenzen, um die vielschichtige Aufgabenstellung des Nachhaltigkeitsmanagements umzusetzen.context:['Die Verantwortung für Nachhaltigkeit wird folgendermaßen operationalisiert:', 'Die oberste Verantwortung für die Umsetzung der Nachhaltigkeitsanforderungen der [ORG] liegt beim Vorstand und im Bereich Unternehmensentwicklung.', 'Das Nachhaltigkeitsmanagement ist in der Abteilung [ORG] angesiedelt, die wiederum Teil des Bereiches Unternehmensentwicklung ist.']",class5
680t,"Nur bei positiver Bewertung erfolgt die Kreditvergabe.context:['Mit dem Ziel, unseren Kunden die Verbesserung der Energieeffizienz so einfach wie möglich zu machen.', 'Auch bei der Kreditvergabe handeln wir nachhaltig.', 'So prüfen wir immer, ob die Kreditnehmer in der Lage sind, die Verpflichtungen langfristig bedienen zu können.']",class10
681t,"Verwenden oder kaufen Auftragnehmer der [ORG] sogenannte Konfliktmaterialien, müssen sie über anerkannte Zertifikate nachweisen, dass sie unter Einhaltung der ILO-Kernarbeitsnormen hergestellt wurden.context:['Die Frage, inwiefern Menschenrechte eingehalten werden, ist für die [ORG] vor allem mit Blick auf die globalen Beschaffungsprozesse bei Instandhaltung, Modernisierung oder Neubau relevant.', 'Daher sind sie Teil unserer Vergabekriterien.', 'Unsere Lieferanten verpflichten sich, die ILO-Kernarbeitsnormen einzuhalten und müssen eine Selbsterklärung abgeben, dass sie sich an einschlägige Gesetze halten und die Menschenrechte respektieren.']",class17
682t,"Dabei wird eine mögliche Berücksichtigung der Sustainable Development Goals der Vereinten Nationen (SDGs) überprüft.context:['Für das Jahr 2019 sind die Verankerung des nachhaltigen Handelns in der Geschäftsstrategie sowie die Entwicklung eines Nachhaltigkeitszielsystems vorgesehen.', 'Dort formulierte Ziele sollen durch Maßnahmen operationalisiert und mit Leistungskennzahlen messbar gemacht werden.', 'Daraus ableitend soll eine Nachhaltigkeitsstrategie entwickelt werden.']",class3
683t,"Im Jahr 2019 soll der Einsatz der Lieferantenrichtlinie im Gesamthaus konzeptionell weiterentwickelt werden.context:['Diese Zusatzvereinbarung wird in den jeweiligen Fachbereichen gemeinsam mit den Hauptverträgen verwaltet.', 'Insgesamt wurden im 2. Halbjahr 2018 bereits 15 Lieferantenrichtlinien unterzeichnet.', 'Bei diesen Dienstleistern/Lieferanten sind keine negativen Auffälligkeiten bekannt.']",class17
684t,"Hierbei legen wir besonderen Wert darauf, kleine Firmen nicht zu benachteiligen.context:['Im Rahmen des Supplier Management (IT) werden auch Nachhaltigkeitsberichte berücksichtigt.', 'Für die Integration weiterer Nachhaltigkeitsaspekte wurde innerhalb der Kategorie „strategische Lieferanten“ eine Umfrage/Selbstauskunft projekthaft initiiert.', 'Diese Art der Selbstauskunft soll zukünftig in regelmäßigen Abständen durchgeführt und die Ergebnisse in das Supplier Management (IT) aufgenommen werden.']",class17
685t,"Die Unternehmen der [ORG] bekennen sich zu international anerkannten Menschenrechtsstandards wie den Prinzipien des Global Compact der Vereinten Nationen, den Konventionen der [ORG] oder der Allgemeinen Erklärung der Menschenrechte der Vereinten Nationen.context:['Es werden daher auch weiterhin Produkte angeboten, deren Emittenten und/oder KAAG die PRI nicht unterzeichnet haben.', 'Auch die Verbundpartner der [ORG] richten ihre Geschäftstätigkeit an anerkannten Nachhaltigkeitsstandards aus.', 'Die [ORG] ist Unterzeichner des Global Compact der Vereinten Nationen (UN) und hat sich damit zu den zehn Grundsätzen bekannt.']",class4
686t,"Im Jahr 2020 war aufgrund der Corona-Pandemie leider kein Präsenzveranstaltungsformat möglich.context:['Unser Ziel ist es, unsere Stakeholder durch Dialogformate, wie z. B. einen Nachhaltigkeitsnachmittag oder persönliche Gespräche, einzubinden.', 'Daraus erhoffen wir uns eine gegenseitige Bereicherung.', 'Das Feedback und die Anregungen unsere Stakeholder möchten wir für die Weiterentwicklung unseres Nachhaltigkeitsmanagements nutzen.']",class9
687t,"Dies soll bis Ende 2020 umgesetzt werden.context:['Nachhaltiges Handeln ist eine Führungsaufgabe bei [ORG].', 'Der [ORG] als Arbeitgeber, Produzent und Produktionsstandort ist Teil des Gemeinwesens unserer Region.', 'Ein verträgliches Handeln gegenüber unserem Umfeld werden wir als wichtigen Punkt zukünftig in unserer Managementdokumentation verankern.']",class18
688t,"Er setzt sich aus Vertretern der Anteilseigner und Arbeitnehmer sowie – mit beratender Stimme – Vertretern der Bundesvereinigung der kommunalen Spitzenverbände zusammen.context:['In jedem Handlungsfeld werden Nachhaltigkeitsziele gesetzt, die gesamthaft in die Evaluation der obersten Führungsebene einfließen.', 'Eine Differenzierung ist schwer möglich.', 'Der Verwaltungsrat überwacht den Vorstand und übt damit eine Kontrollfunktion aus.']",class8
689t,"Dabei haben wir festgestellt, dass wir bereits heute unter Nachhaltigkeitsgesichtspunkten gut aufgestellt sind.context:['Nachhaltigkeit bei den Eigenanlagen', 'Auch bei unseren Eigenanlagen achten wir auf Nachhaltigkeitsaspekte.', 'In 2018 haben wir unsere kompletten Bestände einer Analyse unterzogen.']",class17
690t,"Direkte Spenden an Parteien und Politiker erfolgen nicht.context:['Daher gehört der direkte kontinuierliche Austausch mit öffentlichen Mandatsträgern sowie den Vertretern der Exekutive zu den Aufgaben des [ORG].', 'Der [ORG] ist allerdings nicht direkt mit eigenen Eingaben im Gesetzgebungsverfahren aktiv.', 'Er ist dementsprechend auch nicht in Lobbylisten eingetragen.']",class19
691t,"Durch die Nutzung von Ökostrom und des GoGreen-Angebots der Post wurden im Kalenderjahr 2016 insgesamt 777 t CO² eingespart.context:['Die [ORG] deckt den Strombedarf zu 100 % aus erneuerbaren Energien.', 'Der Strom wird ausschließlich aus umweltfreundlicher Wasserkraft und Biogas erzeugt.', 'Der Lieferung liegen entsprechende Erzeugungszertifikate der unabhängigen Zertifizierungsstelle TÜV-EE zugrunde.']",class13
692t,"Abschließend merken wir an, dass die Branche der Immobilienwirtschaft, die Unternehmensgröße der [ORG] und die Qualität und Intensität der internen und externen Kontrollen die Risiken von Verstößen gegen einzelne Compliancevorgaben als sehr gering erscheinen lassen.context:['Zur Überprüfung der Angemessenheit der ergriffenen Maßnahmen wurde zuletzt in 2018 eine externe Überprüfung der Compliance-Vereinbarung vorgenommen.', 'Die sich daraus ergebenen Erkenntnisse hat die Geschäftsführung umgesetzt.', 'Auch in Folgejahren ist die Aktualisierung und Überprüfung der Compliancethemen vorgesehen.']",class20
693t,"Letztere unterstützt schwerbehinderte Mitarbeiter in Fragen des Arbeitsschutzes, der Unfallverhütung, der Gesundheitsfürsorge und Prävention und berät das Unternehmen, beispielsweise bei Baumaßnahmen zur Barrierefreiheit von Gebäuden.context:['Die Vielfältigkeit der Belegschaft stärkt [ORG] gezielt durch die Förderung von Interkulturalität, die verstärkte Gewinnung von weiblichen Fach- und Führungskräften, etwa über das duale Studienangebot [NAME] und den jährlichen [NAME], durch generationenübergreifendes Arbeiten und Angebote zur besseren Vereinbarkeit von Familie und Beruf.', 'Alle [ORG] Führungskräfte durchlaufen eine Schulung zur Vermeidung von Diskriminierung.', 'Gremien und Ansprechpartner, die die Interessen der Mitarbeiter und unterschiedlicher Mitarbeitergruppen vertreten sind der Betriebsrat, der Jugend- und Auszubildendenbeirat und die Schwerbehindertenvertretung.']",class15
694t,"[ORG] behält sich vor, vorgenannte Kriterien jederzeit an veränderte Situationen anzupassen.context:['So dass das Ergebnis dieser integrierten Analyse zu einer Gesamtbewertung (Nachhaltigkeit plus Performance) des Fonds führt.', 'Dieser Prozess wird teils monatlich sowie quartalsweise durchlaufen.', 'Zum Zeitpunkt der Verfassung dieses Papiers befindet sich die Fondsbranche in einem durch die EU-Offenlegungsverordnung entstandenen Veränderungsprozess, in dem sich maßgebliche neue Markt- und Qualitätsstandards entwickeln.']",class7
695t,"Die Beauftragten für Chancengleichheit kümmern sich um die Gleichberechtigung unter allen Beschäftigten, nicht nur zwischen Frauen und Männern.context:['Für alle Mitarbeitenden gelten flexible Voll-, vollzeitnahe und Teilzeitmöglichkeiten sowie eine tarifvertragsorientierte Vergütung unabhängig vom Geschlecht.', 'Wir sind an das allgemeine Gleichbehandlungsgesetz (AGG) gebunden.', 'Alle Führungskräfte nehmen verpflichtend an einem Lernprogramm „Gleichbehandlung im Berufsalltag“ teil.']",class15
696t,"Wir sehen die Digitalisierung bewusst als Chance, uns zu verändern und unser Geschäftsmodell so weiterzuentwickeln, dass wir seinen Kern – die Nähe zu den Kunden – bewahren.context:['Auch unsere Mitarbeiter sind in der digitalen Welt ein wichtiger Erfolgsfaktor.', 'Sie unterstützen unsere Kunden durch innovative Dienstleistungen und Anwendungen bei ihren Bankgeschäften am eigenen Endgerät, um ihnen Mehrwerte im Alltag zu bieten.', 'Die IT-Sicherheit unserer Systeme hat höchste Priorität.']",class2
697t,"Mit den entsprechenden Partnern pflegen wir oft langjährige Geschäftsbeziehungen.context:['Als lokal verwurzeltes Versorgungsunternehmen vergeben wir unsere Aufträge, sofern dies möglich ist, an Mittelständler in der Region.', 'Bei vielen technischen Bauteilen der Gas-, Wasser- und Nahwärmeversorgung sind wir aufgrund technischer Vorgaben der Deutschen Vereinigung der Gas- und Wasserwirtschaft (DVGW) verpflichtet, ausschließlich Materialien von zertifizierten Zulieferern aus Deutschland zu nutzen.', 'Diese Unternehmen unterliegen der deutschen Rechtsprechung, wodurch Zwangs- und Kinderarbeit ausgeschlossen werden können und die Wahrung der Menschenrechte gesichert ist.']",class17
698t,"Außerdem haben die Mitarbeiterführung und eine gelebte Feedback-Kultur einen hohen Stellenwert.context:['Mitarbeiterinnen und Mitarbeiter sind außerdem ein wesentliches Handlungsfeld unseres Nachhaltigkeitskonzepts.', 'Verankert in unserer Geschäftsstrategie wollen wir kompetente, leistungsorientierte, gesunde und zufriedene Mitarbeiterinnen und Mitarbeiter.', 'Zu den Zielen gehören ein gutes Betriebsklima, attraktive Sozialleistungen, die Vereinbarkeit von Familie und Beruf sowie die Förderung von Diversität im Allgemeinen und die Förderung von Frauen in Karriere im Speziellen.']",class14
